trans_date,trans_month,trans_year,category,upi_number,transaction_amount,state,zip code,fraud
28,8,2020,18,8239112648,3503.810373,,65617,0
18,1,2021,9,1020921616,4554.918982,,79185,0
31,7,2022,1,4656752646,5990.878301,,88613,0
30,7,2020,10,6702439151,9365.006421,,39609,0
14,1,2022,14,7755632809,2412.095752,,39045,0
30,8,2022,9,6712329718,1749.738272,,33117,0
31,3,2021,2,5881255053,1228.833122,,17825,0
17,1,2020,20,6571348953,8082.145127,,73746,0
7,4,2022,18,7615800562,7171.79048,,66105,0
4,6,2020,23,6295520727,3522.948874,,72226,1
17,1,2021,1,4383083355,7047.916793,,42428,0
4,4,2021,18,8921196202,7261.655435,,91449,0
26,11,2021,6,3210997711,3146.626704,,35402,0
2,7,2023,0,9689889857,8710.803699,,71892,0
4,8,2023,9,9502888329,3439.217709,,50045,0
16,6,2023,8,1873257893,4433.438943,,61288,0
27,3,2023,17,1934305057,1,,49961,0
1,9,2022,4,9376093785,7083.67046,,19475,0
3,11,2020,23,1080898741,1,,60994,0
14,11,2021,17,6904155242,3753.577749,,97596,0
26,10,2021,10,2156928275,13130.41792,,60107,0
19,5,2022,17,8776819900,3123.775554,,35983,0
22,5,2022,21,4060151508,27.98807496,,38113,0
26,1,2023,20,2088484891,7478.779812,,54179,0
27,9,2023,19,8211436539,3224.224829,,75496,1
4,7,2021,17,7167222365,4291.213683,,99176,0
6,10,2021,19,4530261982,3481.239853,,13886,0
12,8,2022,3,1667632006,435.882796,,36532,0
18,5,2022,4,3604176073,6180.638627,,24500,1
9,3,2021,4,2053472793,595.750983,,80736,0
3,2,2020,1,5557694078,7879.585892,,78192,0
21,9,2020,6,4556990706,2757.941116,,49059,0
2,4,2022,9,8335092142,7151.714341,,31534,0
30,6,2023,20,3031781807,10083.98177,,78353,0
20,6,2021,17,2737509930,8621.645912,,22901,0
11,11,2023,20,7246529693,4403.713018,,11863,0
19,2,2022,14,5371316991,1,,90121,0
4,12,2020,18,6734495669,9641.259233,,88529,0
13,2,2023,7,4255671764,3262.678947,,43743,0
23,4,2023,21,6146001444,7739.10337,,90126,0
11,3,2022,15,2817589608,7781.595949,,21248,0
8,11,2022,2,1617792730,7750.96527,,67595,0
17,8,2022,7,4384578145,437.5980325,,43294,1
25,9,2022,9,9405486081,4725.871131,,83680,0
8,4,2022,20,2991569616,6593.861065,,77942,1
16,3,2020,3,3905474202,5953.847205,,42460,0
28,6,2022,18,8650620411,8100.725818,,94063,0
20,10,2023,13,4530034389,4741.50276,,23976,0
15,8,2022,17,8545612078,7824.649346,,28966,0
30,5,2023,2,2051822631,1385.386338,,16811,0
5,2,2022,19,3154871511,6994.949575,,16975,0
28,1,2023,5,2242186375,5908.586365,,94518,0
31,9,2020,21,7903329560,259.9524267,,31771,0
10,6,2022,20,5964612498,4970.362417,,15474,0
12,5,2021,16,7889116646,8622.628854,,69473,0
24,6,2023,9,8577864462,9042.885018,,36325,0
18,5,2022,3,9180846963,5011.26353,,68665,0
31,7,2021,4,5073837459,5720.850058,,21586,0
9,6,2021,12,7357601090,3014.706948,,12948,0
3,4,2020,22,6814557411,7989.768413,,28773,0
13,6,2023,6,2798888027,10679.12382,,63371,0
26,12,2022,18,8747163362,13869.65463,,45392,0
26,7,2023,2,1509928074,3815.086865,,51472,0
5,11,2020,19,2817822439,8643.879638,,14818,0
8,9,2020,2,2007190703,1,,32669,0
10,6,2021,10,1700561446,8548.542555,,99892,0
12,6,2020,12,7251908176,3233.328977,,14247,0
15,8,2020,16,1377453332,4507.356241,,14420,0
28,9,2020,19,3922242103,10202.69746,,67263,0
27,11,2021,6,6430500472,7986.459408,,40125,0
23,2,2021,18,6510409199,3187.173243,,94023,0
14,9,2022,12,6614073724,3561.600886,,92424,0
31,10,2022,0,6616599190,10647.46993,,55476,0
6,11,2023,5,8322888152,2878.684979,,55045,0
4,1,2020,2,5015592067,6525.063717,,73393,0
29,2,2023,23,3519154317,7488.201542,,50833,0
20,8,2021,0,3839024672,1758.232374,,42822,1
11,4,2021,0,5077583740,4493.15155,,56470,0
19,2,2021,19,9529784506,5547.428732,,18344,0
26,5,2022,15,8347869918,3892.313935,,49022,0
11,5,2023,11,9826823145,4851.485353,,94112,0
16,12,2020,17,7961249236,3875.668052,,56403,0
5,7,2021,7,8022050777,2799.483753,,74339,0
13,12,2021,9,1096151148,1109.29018,,80987,1
26,5,2023,3,3353204502,2083.652687,,23649,0
16,4,2022,7,2550923325,9531.059456,,86403,1
10,7,2021,2,8683046079,7372.570075,,13408,0
12,7,2020,23,2946785432,4596.422593,,43567,0
17,2,2022,22,6591573919,8346.801578,,77431,0
21,5,2021,19,9208373821,4993.101547,,90809,0
5,5,2022,5,7445198638,7280.340004,,34721,0
10,6,2023,14,3207095570,732.6859697,,98221,0
21,4,2020,9,9118049328,4612.786468,,39954,0
7,10,2022,23,3094066270,4021.835415,,99541,0
19,1,2023,16,1416953562,10085.79356,,65829,0
20,3,2023,21,9735985079,3089.27492,,12564,1
25,10,2022,17,3276927280,2706.011177,,20562,0
4,3,2023,12,2306240659,1263.927442,,31704,0
11,2,2023,3,4894608786,5146.0302,,24631,0
23,2,2022,8,9407672687,9155.281677,,79057,0
15,8,2020,16,5408505744,6405.994001,,39321,0
5,7,2022,10,6143465363,2931.007838,,99754,0
6,6,2023,6,5413125895,9057.23707,,89052,0
29,3,2020,18,6486062111,4775.580701,,10805,0
10,2,2021,0,6321149889,1053.779309,,12459,1
20,3,2023,19,7585795380,1,,57721,0
20,10,2022,12,9879449754,5822.888807,,87182,0
1,11,2022,16,2450343044,1512.947954,,61090,0
30,2,2021,13,4078168217,8889.249604,,80639,0
15,6,2021,12,6718469544,9989.565004,,56401,0
23,5,2020,18,8152532550,9832.761567,,93551,0
31,4,2021,2,5008666840,3064.573404,,40545,0
3,1,2023,15,7982639206,7109.444283,,78108,0
20,7,2020,16,7996612536,7614.959789,,71883,0
1,12,2022,3,2153956766,6949.392112,,10494,0
12,4,2021,4,9728496804,5654.967259,,64133,0
30,9,2023,11,6256136507,5118.698061,,11203,1
14,3,2020,2,2771673617,8380.805631,,10579,0
31,4,2022,2,5291419906,11121.48854,,60885,0
2,12,2021,23,8229468140,1174.580139,,68885,0
1,10,2022,21,6935032687,585.3088685,,80829,0
1,8,2020,18,6842313867,2890.201893,,78788,0
30,7,2023,22,7631233177,6613.032525,,97683,0
8,2,2023,21,6636187095,8920.665416,,48938,0
13,1,2022,5,5251034015,924.8035002,,62475,1
3,11,2021,18,9237966815,7780.120628,,77031,0
21,7,2022,16,8709316834,5941.630941,,95652,1
6,5,2021,6,3022846369,6935.25895,,71079,0
16,8,2022,6,1470543246,2989.013467,,90653,0
29,1,2023,2,1821470278,2016.430485,,71175,0
27,6,2022,2,3526147662,6651.684536,,28525,0
2,4,2020,23,5444178715,7319.541488,,64608,0
20,6,2021,12,9796910173,4147.557691,,36739,0
3,12,2020,10,6621990118,3896.889339,,71281,0
7,9,2020,8,5166497258,1469.177481,,38934,0
8,7,2022,12,9590282955,6329.969395,,10528,0
10,12,2020,9,5619332685,7876.284325,,19775,0
6,1,2021,23,8362964764,5957.287141,,45319,0
17,4,2023,11,8945082342,1,,97270,1
20,12,2021,9,9395293580,6156.627363,,20064,0
31,2,2021,5,4996498790,6315.632096,,48526,0
16,8,2022,20,9396880644,4332.34396,,69394,0
6,7,2023,18,7451662870,3542.238532,,77475,0
15,11,2021,21,7780116497,6748.126624,,61951,0
21,7,2021,9,4710118695,11106.65555,,81869,0
25,11,2022,23,7949408537,10585.44007,,13799,0
1,4,2021,18,9584647657,3845.002598,,46866,0
6,3,2022,10,2571299182,6522.342747,,77833,0
22,7,2021,3,1236372499,5258.231289,,42202,1
12,3,2022,22,6526928987,7312.820312,,59828,0
30,7,2022,12,4547079239,3548.829567,,83692,0
21,5,2022,9,6553812697,1588.143606,,70520,0
6,7,2022,20,2801497624,42.42104208,,19554,0
6,7,2020,8,1541987235,2838.126111,,96702,0
20,5,2020,18,5469568334,8697.166661,,78431,0
5,4,2023,0,4659961314,6256.523766,,40519,0
7,10,2020,6,7244516787,916.8467809,,84063,1
13,4,2023,1,2757710488,2574.091956,,82158,0
12,11,2020,1,7921756112,8489.074672,,53962,0
29,8,2021,18,6878407975,6143.460949,,81360,0
30,9,2023,7,2839477975,6223.415652,,31749,0
3,9,2023,21,7709248607,6764.320855,,84273,0
10,6,2023,11,3696516489,396.5216641,,93022,0
27,6,2021,8,6330428870,3536.686282,,72651,0
21,10,2022,18,9246214122,5549.103845,,10989,1
12,1,2021,17,4497147767,7449.391692,,85499,0
11,6,2020,10,6992868047,6809.111792,,69027,0
1,8,2020,9,4403131313,7888.130477,,88647,0
4,11,2021,14,5759826607,1,,96546,0
3,3,2023,3,7731986015,64.66143819,,33825,0
3,1,2020,0,1049288392,1025.682294,,88563,0
18,1,2023,5,2934001599,7419.811283,,60864,0
21,7,2021,4,5075316182,4188.70988,,13321,0
25,11,2022,22,7411611255,7965.315848,,13417,0
6,3,2020,2,9102981227,5163.558556,,86127,0
2,5,2021,1,6145142429,5349.495087,,54772,0
23,3,2021,9,4561113714,143.66866,,27905,0
29,7,2021,12,5859279721,14745.49617,,46224,0
18,9,2020,22,6347509741,10416.77799,,93703,1
3,10,2022,21,7551663752,7343.920618,,56711,0
22,1,2021,1,5955651828,8164.588204,,77191,0
17,12,2021,10,4798138223,5889.187552,,18702,0
18,2,2023,10,6451531922,4656.649856,,85732,0
31,8,2020,9,9909681758,6637.32261,,57004,0
30,4,2020,17,8429698963,4833.936608,,34843,0
6,9,2021,19,9097741781,5559.148087,,25214,1
24,6,2023,20,2452306951,1434.700696,,83275,0
31,12,2023,6,4285281318,1771.420636,,89781,0
3,12,2021,20,9042806193,5893.953656,,88501,1
15,7,2020,18,9532382438,11010.02075,,17107,0
2,2,2021,21,2405879284,3082.39773,,13176,0
27,12,2021,17,5857908113,5598.166387,,29679,0
5,8,2023,4,7083120979,7634.419884,,45247,0
26,11,2023,2,5271524482,7873.990689,,42628,0
12,4,2023,7,9462043016,5118.817608,,87622,0
1,11,2021,2,6140108787,5545.439834,,28911,0
19,12,2020,1,5362469280,4818.092802,,19463,0
17,5,2020,19,2469249449,7529.455699,,88871,0
1,3,2021,12,9436089988,4830.795818,,71017,0
28,9,2022,15,9988367734,6042.785662,,50908,0
14,6,2020,19,7146328082,4919.520306,,97912,1
17,8,2021,19,8516193779,4355.182024,,96396,0
23,1,2022,3,4979947132,5048.422278,,27802,0
17,5,2021,16,9623887487,411.0359111,,84325,0
18,7,2020,19,1098691471,3995.671675,,33706,0
9,9,2022,17,5320085789,7248.538348,,89412,0
10,8,2021,13,7070855044,8728.664009,,57976,0
6,5,2023,15,5106812107,3949.59134,,48164,0
14,7,2021,15,3525742149,2938.86568,,98120,0
28,1,2022,13,7815505469,1817.915113,,83999,1
18,11,2023,4,6153799923,2946.990756,,54700,0
17,4,2020,16,1756735366,3452.204778,,94639,0
19,4,2020,15,7636669637,4511.523407,,61133,1
11,7,2022,16,8359838415,6167.956964,,64332,0
25,2,2023,7,7392902973,6946.29245,,84812,0
23,12,2020,13,4943031993,4129.751232,,25086,0
9,5,2022,2,6666693152,10133.12841,,38972,0
24,5,2023,12,8406481741,7525.366577,,69405,1
20,10,2021,13,2697664257,10595.49152,,45330,0
3,1,2023,8,5378818285,2155.075007,,26595,0
18,11,2021,6,4481484298,3673.399868,,85799,0
2,3,2021,6,3124342860,7341.491807,,53704,0
7,10,2022,21,6130748543,7651.164658,,84044,0
26,8,2023,21,3951177249,5993.197538,,31368,0
5,12,2020,1,9498940773,833.6810054,,48406,0
14,10,2023,1,2562223377,2373.369833,,72438,0
10,4,2022,5,4195155417,831.4999651,,73250,0
13,9,2021,19,7945653372,2789.806508,,85276,0
13,8,2022,8,3010681693,7196.572938,,45340,0
19,3,2020,22,5328635113,3536.986321,,82533,0
28,11,2022,6,9060631524,1313.072812,,40153,0
29,5,2022,9,6480917299,3914.598959,,51007,0
18,12,2022,15,6947823101,4320.875095,,48641,0
7,1,2021,22,7912728867,2259.776596,,96043,1
28,5,2021,8,8828253185,7198.580847,,51342,0
2,5,2023,23,5345651936,1687.046968,,41079,0
30,10,2023,9,5348516535,444.4472685,,66797,0
15,4,2021,8,2570584789,5817.642287,,61289,0
7,3,2021,14,2337770890,1338.982567,,62091,0
21,6,2022,14,8436105954,7267.15284,,30274,0
23,2,2022,6,9448638213,11489.78062,,51338,0
31,6,2021,16,9936271577,8102.219493,,72754,0
18,6,2023,6,9318235534,2333.658147,,90567,0
5,9,2023,19,4857727767,5114.095568,,18804,0
2,11,2023,9,6043457377,5298.672997,,34854,0
23,9,2022,13,4528705348,2175.463742,,51648,0
19,5,2022,4,7508720613,4534.428995,,49958,0
14,9,2020,3,5067588879,6728.233843,,31363,0
22,8,2020,1,2224778553,5712.721445,,72015,0
18,4,2023,18,3521801121,5127.162237,,62082,0
28,6,2022,20,2977249558,6272.932249,,46250,0
10,8,2023,11,5866912398,5455.275421,,44829,0
15,7,2022,5,5204412574,3291.341609,,94879,0
12,1,2021,1,4561608296,913.5510901,,29254,0
22,10,2020,6,6681686321,4997.816994,,20427,0
6,3,2021,18,4096370532,1,,69084,0
17,6,2021,16,9778010059,10951.27063,,17340,0
14,1,2020,7,4449312737,2030.080197,,21313,0
29,6,2023,14,4158622004,5759.175114,,78435,1
3,4,2022,4,1915203546,11120.55393,,51813,0
13,8,2022,9,9941459370,5259.116862,,51743,0
25,11,2021,23,1126645528,3410.74011,,46963,0
24,2,2023,1,7293745906,9239.031531,,98475,1
22,4,2020,0,6229583252,4404.957113,,87558,0
1,11,2022,21,4863915007,7253.849231,,83306,1
31,4,2020,3,6672429044,5399.479659,,79055,0
24,6,2020,19,6415284702,6770.477808,,51810,0
24,9,2020,20,5854717170,5253.418602,,96899,0
8,2,2020,16,6995126176,12311.8447,,15792,0
17,4,2020,1,5098033126,5175.207642,,81025,0
18,8,2021,0,6774316304,11807.85355,,62242,0
15,6,2022,6,3986840013,5231.600661,,10737,0
7,2,2022,0,2683218419,3619.122494,,51079,0
28,3,2022,20,7234770220,4848.741206,,37907,0
31,6,2022,19,9211063763,2596.863331,,64374,0
31,7,2020,11,2409221724,5843.540494,,52064,0
13,6,2022,2,5993232233,5687.845811,,61543,0
29,9,2021,4,1577672253,7617.500981,,72009,0
7,11,2022,6,3131954976,5488.712187,,50841,0
6,4,2021,9,8930957810,940.2799471,,70122,0
3,8,2020,6,7973506086,2420.676126,,55078,0
23,5,2023,9,6763868625,5335.834373,,29004,0
13,12,2022,7,2248740924,2539.413884,,60777,0
21,9,2022,2,8286813931,6073.117824,,31464,0
14,5,2023,7,8653506763,1,,14258,0
7,7,2023,8,7270159862,5733.730758,,72156,0
20,6,2020,19,1199728234,3274.051846,,16199,0
18,2,2020,23,8934538846,6036.683565,,41898,0
29,12,2020,16,1038131778,8290.212641,,57376,0
19,6,2023,22,2000378825,6242.826478,,28017,0
23,11,2021,12,4100141905,2397.616756,,62218,0
26,5,2020,6,8699256771,5080.88013,,13214,0
21,7,2023,4,6126218701,1,,99399,0
1,9,2023,4,3158399784,7328.071182,,79046,0
19,9,2021,16,9892457266,89.15771156,,51235,0
8,11,2021,19,6301280898,6037.984706,,86062,1
25,4,2023,12,9294237846,3832.868923,,63767,0
21,1,2023,20,5003827502,5226.573412,,20230,0
9,1,2021,16,2240271725,5456.570645,,86940,0
21,8,2023,7,7356918635,6720.122272,,86026,0
22,10,2022,4,1484733959,2977.644276,,52293,0
4,7,2023,6,2555842428,6742.042878,,13686,0
27,9,2022,15,5280609677,366.3207862,,95605,1
21,5,2021,17,1863012982,9125.578418,,71866,0
28,4,2023,7,3945116381,2487.367192,,84100,0
8,12,2023,23,7376854026,5981.544177,,98867,0
1,5,2022,17,9840152170,11764.08227,,76888,0
14,8,2020,10,1599092187,3137.920581,,91799,0
9,4,2020,14,5045477316,3705.069573,,30965,0
15,3,2023,19,2385165023,1,,21504,0
7,5,2021,5,9854618764,5484.265994,,32273,0
11,10,2020,1,9710252036,5957.823375,,52849,0
21,10,2023,23,3209799374,6822.555274,,37569,1
14,3,2023,19,1321622586,5613.484207,,86093,0
23,8,2021,22,6189969563,4526.764683,,95531,0
31,3,2020,0,2297728952,6722.018064,,25025,1
30,9,2021,6,3827828654,3457.522346,,21520,0
27,12,2020,9,3296719564,3952.114257,,26492,0
5,2,2023,7,1985224598,1,,79916,0
20,3,2021,12,9293297325,4542.79235,,90097,0
7,1,2020,10,9916699913,1,,93220,0
19,12,2020,12,6431327620,3530.664165,,33276,0
11,11,2023,17,4502355804,6442.771921,,49739,0
13,6,2020,3,9058874981,10515.42807,,23028,0
31,3,2022,2,5168489799,5662.024559,,89927,0
10,1,2023,3,6776750023,9741.133093,,63493,0
1,5,2021,12,7462137379,3588.215429,,62609,0
29,5,2023,8,2921619930,6545.277682,,33612,0
14,5,2022,12,6778117764,4054.415045,,14675,0
10,2,2022,4,4879791539,5553.523336,,97745,0
7,12,2020,1,4353604009,4380.556506,,73171,0
30,7,2020,11,6733392916,3006.03687,,98729,0
24,8,2022,3,9830851180,6616.291489,,31108,0
22,2,2022,12,4643239021,2805.630815,,81892,0
22,5,2021,13,4571673544,2263.464742,,54157,0
14,4,2022,12,6292510395,6546.765385,,28126,1
16,10,2023,2,1839983322,7329.591864,,88085,1
31,12,2022,22,5770966604,7964.086855,,21155,0
13,2,2020,1,4610472067,8360.789303,,14537,0
13,11,2021,2,9074761368,2489.058364,,75045,0
2,4,2023,20,7405254553,1771.851115,,22584,1
25,9,2020,1,3987375250,9616.535739,,36885,0
21,4,2021,11,1792517011,5895.523255,,83339,0
3,12,2023,23,3291780499,8310.873656,,88948,0
20,1,2021,16,2303186509,5384.135386,,14924,0
12,11,2023,14,8910757629,5738.064174,,81923,0
29,7,2021,9,6558033724,1592.731859,,55621,0
8,3,2020,23,1412862143,7912.027658,,83135,0
31,10,2022,9,6351961938,6567.056548,,32298,0
28,3,2023,18,7548504353,5039.898566,,22137,0
14,10,2021,3,4480027328,1263.071792,,50255,0
29,2,2021,18,2244427685,1424.417111,,84868,0
12,7,2020,14,4363451615,4114.127048,,44020,0
22,5,2021,9,3606949361,8199.405896,,14527,0
15,4,2020,10,7958339158,5745.026022,,50413,0
10,2,2020,9,7537104656,1656.900313,,51389,0
18,2,2021,22,3596195848,1424.953245,,98401,0
14,1,2021,21,9223903650,4213.710455,,14269,0
7,12,2020,3,2982904733,2857.561022,,34575,0
7,12,2023,7,7941077038,5519.638883,,60101,0
4,10,2022,23,2752282303,5667.029394,,91884,0
6,6,2023,10,3470669610,2715.752018,,82664,0
11,9,2020,20,2486930912,1,,91612,0
7,7,2023,20,1172522454,3020.551338,,56414,0
9,2,2021,14,7155318019,2650.078716,,28391,0
1,3,2023,20,4180877227,4938.851836,,80796,0
1,11,2023,19,3115708612,6646.589129,,10068,0
16,5,2021,21,3775155178,1883.924356,,20171,0
8,2,2022,4,7358349137,5796.603783,,42430,0
10,1,2021,10,3464347905,10078.05388,,51188,0
28,4,2023,12,2361431666,1,,34180,0
23,12,2023,5,7177856038,7541.878442,,15438,0
29,8,2022,20,1928298044,11796.24975,,95019,0
28,6,2023,12,2092144258,1016.677583,,48131,0
10,9,2022,7,1596782149,3544.555041,,85716,0
5,2,2021,12,6474002275,939.6569152,,47048,0
28,7,2020,0,7268614963,5562.318379,,17683,0
10,1,2022,13,9394927140,5762.1527,,19337,0
22,11,2023,15,5247790939,5254.56445,,51301,1
24,9,2022,0,3279191859,7063.995077,,92578,0
19,7,2020,5,7126701868,6469.926414,,90457,0
26,6,2020,9,4770216268,3807.130121,,18321,0
20,10,2022,1,2810205861,6728.284307,,42611,0
25,2,2022,3,3508659442,4701.692432,,83783,1
12,5,2021,7,7216813414,1412.022542,,49806,0
6,3,2022,22,4073515096,5728.232197,,62358,0
2,3,2021,18,6700791606,2620.418042,,86026,0
20,4,2021,19,4051520288,9392.262964,,51712,0
26,4,2022,5,6959998877,6898.421768,,91131,0
27,10,2021,17,5243867102,3938.873239,,82346,0
24,12,2023,1,8093666330,5018.834111,,22857,0
14,1,2021,9,3114509457,2252.55895,,20190,0
7,8,2022,11,8208628059,1741.048527,,97014,0
23,11,2023,10,7123303090,3507.854615,,43598,0
7,3,2023,0,4226722711,1474.028796,,97433,0
5,10,2020,21,4110070894,4954.972505,,76235,0
29,3,2023,22,4112295441,6456.053978,,95555,0
24,8,2023,0,7303480168,3959.00034,,22940,0
28,12,2023,1,4209217693,3320.926729,,99726,0
9,3,2022,5,5505847644,11191.67494,,37127,1
3,7,2023,17,4008038305,4084.757591,,19469,0
10,12,2022,7,8873241638,4612.789892,,16223,0
9,4,2021,18,6330590364,9036.824247,,99882,0
4,12,2023,5,4639266794,5902.400167,,47534,0
1,2,2022,4,7285639789,2229.113083,,48869,0
17,10,2022,0,2693561145,4542.8091,,65982,0
26,7,2020,14,9715159264,5975.606907,,18291,0
22,7,2022,7,6723165419,6930.842751,,43642,0
15,10,2021,6,1792581084,7085.903917,,85506,0
18,9,2021,10,6611139151,3490.293025,,22788,0
19,9,2021,21,7139055098,1,,77558,0
4,7,2022,4,6610134325,5631.27579,,41559,0
16,1,2020,4,8053129405,4009.623281,,61389,0
26,5,2021,9,7686140717,8743.959924,,35041,0
27,12,2023,4,3816812679,730.3798158,,28075,0
2,10,2020,9,9026984874,824.7419277,,20299,0
21,4,2023,0,6111457886,3916.581712,,67241,0
15,5,2022,14,6437837755,6762.079354,,32473,0
4,10,2022,18,5538775221,7687.334851,,90712,0
8,10,2022,10,7839693078,8221.075182,,74905,0
6,1,2022,11,3931467990,4229.656494,,36179,0
4,11,2022,3,1333935418,9027.421654,,61244,0
1,6,2022,8,2299636319,3658.194845,,53863,0
18,3,2020,20,5861443696,8025.928474,,82283,0
4,10,2021,4,8549102578,9132.655496,,54582,0
1,12,2020,5,3217702250,4245.017859,,76519,1
26,2,2022,4,7617065318,1946.503429,,44609,0
20,10,2021,23,9013785533,5026.93767,,69260,0
6,1,2023,19,1543104938,4667.080545,,63872,1
12,10,2022,9,8182194919,1,,88134,0
5,5,2022,15,9063705028,5583.351997,,73149,0
2,1,2020,17,4529674200,3889.029301,,59594,0
27,3,2023,9,1445242459,5109.624986,,66245,0
27,6,2021,6,2017046801,5819.05095,,48615,0
23,5,2023,17,8941170925,2094.844372,,12811,0
23,11,2020,0,3177223207,667.6395379,,76708,0
29,6,2021,4,7019095017,5417.909845,,18109,0
11,1,2022,23,5151920680,4293.704448,,76083,1
14,10,2021,2,3700560848,7684.195318,,12591,0
12,5,2023,0,4417632457,5012.515504,,15476,0
20,6,2022,22,2085974513,8146.919693,,86471,0
11,8,2022,6,2250434070,1,,36191,0
24,6,2022,10,1990554314,1392.724546,,35703,0
25,4,2023,18,9151450966,1403.855529,,90382,0
26,9,2020,10,5216421239,2802.502054,,75518,0
26,10,2021,8,6657174991,9598.740541,,94626,0
21,6,2020,16,6164824440,6694.890297,,11617,0
17,2,2022,23,7698070291,6757.426576,,45257,0
27,11,2022,0,2768650130,1586.427905,,65928,0
21,7,2023,2,3233740486,9186.52326,,15576,1
6,4,2021,0,8938913896,8327.468826,,35473,0
18,12,2020,12,1577079279,1,,19504,0
5,5,2020,12,6307858973,9610.163828,,17260,0
27,4,2023,23,7262754994,10354.99932,,86290,0
30,5,2023,9,6787350984,1429.64388,,23819,0
16,11,2020,12,6040974129,6448.395274,,78107,0
25,1,2021,11,7062270049,7826.168653,,38619,1
29,7,2023,12,5997863273,10943.46665,,20810,0
3,11,2020,16,6970180594,6329.107135,,94081,0
26,12,2021,2,2684734355,2155.696388,,80460,0
16,2,2021,9,9361365137,5701.257347,,56241,1
10,9,2022,5,4655610799,5125.440859,,59021,0
27,8,2022,17,7204296843,2184.590774,,98120,0
26,8,2022,17,4499356934,2633.104171,,48416,0
8,5,2021,19,1209502232,6294.664119,,76549,0
31,10,2020,14,6927707583,2485.34305,,88243,0
22,5,2020,15,8345362982,4708.753857,,42778,0
21,5,2020,15,5950296121,4721.861011,,52538,0
6,1,2023,1,5310550135,799.1467293,,74111,0
27,3,2023,18,9394718814,7047.883328,,49219,0
11,12,2021,4,6160909770,4021.495093,,59658,0
21,8,2022,10,7872947891,5948.100884,,77506,0
8,2,2020,21,8227450943,2814.185467,,28471,0
9,5,2023,17,5621366419,7033.050108,,91251,0
3,4,2023,21,2712866785,1,,87277,0
8,10,2020,21,9649170846,10238.83899,,28822,0
9,7,2022,10,9703731094,3260.963052,,72864,0
8,6,2021,23,3997533138,3187.632909,,80323,0
9,2,2021,11,9146381264,5486.607977,,63147,1
22,7,2022,4,2233213977,3814.619226,,78553,0
28,10,2022,2,4492681092,7966.509112,,78959,0
10,11,2021,4,6471725738,12066.71102,,90564,0
17,12,2020,2,5566496953,7909.84549,,36562,0
1,5,2021,2,7839967344,7575.614786,,87579,0
17,9,2022,17,9444070277,3774.782415,,59051,0
8,11,2023,17,5424971609,6201.421077,,65379,0
30,11,2021,20,1061765059,6244.674545,,62603,0
10,4,2022,13,3385388784,3416.935161,,33757,0
25,11,2021,20,7166843700,4193.089623,,34223,0
19,12,2021,12,4439515213,5336.364782,,57955,0
29,10,2020,17,5460318535,9080.638716,,54370,0
2,2,2022,7,9358510701,5739.3404,,62126,0
1,10,2020,13,8758870215,10731.55373,,20307,0
25,1,2021,6,1185707355,93.67208031,,79362,0
30,3,2021,22,1763971454,4066.558713,,25181,0
26,5,2021,14,3057409587,7002.747984,,26498,0
6,9,2023,7,5154143945,6231.113071,,94515,0
11,6,2023,0,7867848818,3120.387904,,45199,0
21,11,2022,16,2069574707,9773.973118,,23501,0
28,3,2022,12,5871740079,2882.388391,,50224,0
24,7,2022,11,9592478161,7256.039778,,31772,0
20,8,2023,8,5374931759,5445.095688,,37805,0
13,8,2022,9,8117815301,5324.933579,,95475,0
21,10,2021,15,9524588788,11793.83764,,11301,0
27,9,2020,11,7522122869,3157.968998,,54732,0
12,2,2020,6,7003309217,6281.22702,,98904,0
7,12,2023,15,1237730052,5708.589958,,43590,0
14,10,2020,6,8412203822,2872.176989,,20030,0
13,1,2021,0,2069115277,1978.319932,,62854,0
1,8,2021,22,8422740433,10341.6446,,15691,0
3,12,2021,12,2792327529,8574.242442,,50468,0
30,11,2020,22,9169883194,8335.11722,,75586,0
16,3,2021,0,5867047103,2496.863453,,34487,0
19,4,2023,2,3658387048,1595.662981,,22468,0
2,12,2023,3,3465657300,5344.531275,,33311,0
5,3,2023,10,7142248564,2528.597288,,21756,0
11,11,2022,16,8793397036,4019.015308,,83633,0
10,12,2022,5,2733104524,6595.84766,,16520,0
7,12,2020,5,7208607702,7578.80189,,55035,0
11,7,2020,18,3896584604,4143.304539,,63854,1
13,10,2022,11,5867130279,12128.76205,,91789,0
3,12,2022,15,5549873079,8761.409844,,62163,0
24,7,2023,23,6210345748,3898.374125,,89316,0
24,12,2020,6,3790595004,6895.519449,,89867,0
28,6,2022,16,8766414551,4830.262097,,62677,0
9,9,2020,4,7259200731,5770.356514,,72331,0
29,5,2021,21,5126563571,3371.189994,,36821,0
15,2,2022,22,7233679585,716.0002951,,82276,0
14,10,2021,0,4586840983,10636.89424,,66822,0
10,12,2020,17,1020857430,4993.83466,,90763,0
25,8,2023,19,9391741586,1478.350227,,83493,0
16,10,2020,2,4611075788,5775.563072,,76361,0
25,1,2021,9,4932252061,3011.969458,,82510,0
22,7,2021,22,9437786998,9525.22776,,49135,0
31,1,2022,18,1435149061,169.3187718,,88890,0
18,5,2020,4,2788523683,522.3144153,,14536,0
9,2,2021,0,3843601214,4058.13926,,52503,0
28,5,2023,13,8710512865,6931.122448,,85149,0
18,6,2021,11,3363044282,3706.05496,,25138,0
30,12,2022,13,8664420620,11025.91162,,47350,1
